timestamp,hvac_status,lighting_status,ventilation_status,equipment_load
2024-01-02 08:31:00,off,off,medium,0.6931567573804556
2024-01-02 08:32:00,cooling,on,medium,0.4346234586705335
2024-01-02 08:33:00,off,off,medium,0.5131398192399241
2024-01-02 08:34:00,cooling,on,medium,0.8859903333950807
2024-01-02 08:35:00,off,off,medium,0.43443144721941007
2024-01-02 08:36:00,cooling,on,medium,0.6369174438326657
2024-01-02 08:37:00,off,off,medium,0.5402722852090469
2024-01-02 08:38:00,cooling,on,medium,0.760989178756933
2024-01-02 08:39:00,off,off,medium,0.8204335631879323
2024-01-02 08:40:00,cooling,on,medium,0.5045023646101781
2024-01-02 08:41:00,off,off,medium,0.6962378182196296
2024-01-02 08:42:00,cooling,on,medium,0.6294286185106364
2024-01-02 08:43:00,off,off,medium,0.46706669403326007
2024-01-02 08:44:00,cooling,on,medium,0.463164481687801
2024-01-02 08:45:00,off,off,medium,0.6231789885193824
2024-01-02 08:46:00,cooling,off,medium,0.3924017241193799
2024-01-02 08:47:00,off,off,medium,0.786485937889483
2024-01-02 08:48:00,cooling,on,medium,0.3414029035202412
2024-01-02 08:49:00,off,off,medium,0.3567446917249898
2024-01-02 08:50:00,cooling,on,medium,0.5053357853563606
2024-01-02 08:51:00,off,off,medium,0.37085505491828
2024-01-02 08:52:00,cooling,on,medium,0.5854200127532956
2024-01-02 08:53:00,off,off,medium,0.5398055342651222
2024-01-02 08:54:00,cooling,on,medium,0.7330858775314303
2024-01-02 08:55:00,off,off,medium,0.8718024931258324
2024-01-02 08:56:00,cooling,on,medium,0.7521351508434757
2024-01-02 08:57:00,off,off,medium,0.40766919772836263
2024-01-02 08:58:00,cooling,on,medium,0.8613127712786419
2024-01-02 08:59:00,off,off,medium,0.5352800595318403
2024-01-02 09:00:00,cooling,on,medium,0.5845136165561478
2024-01-02 09:01:00,off,off,medium,0.5529457424223814
2024-01-02 09:02:00,cooling,on,medium,0.46832821397263136
2024-01-02 09:03:00,off,off,medium,0.8370265726784905
2024-01-02 09:04:00,cooling,on,medium,0.4993433195379697
2024-01-02 09:05:00,off,off,medium,0.6471578818077279
2024-01-02 09:06:00,cooling,on,medium,0.4440201506245981
2024-01-02 09:07:00,off,off,medium,0.7784252248621083
2024-01-02 09:08:00,cooling,on,medium,0.7645191957175119
2024-01-02 09:09:00,off,off,medium,0.4777872830682264
2024-01-02 09:10:00,cooling,on,medium,0.7089324438860722
2024-01-02 09:11:00,off,off,medium,0.7223241198569699
2024-01-02 09:12:00,cooling,on,medium,0.6375068496628598
2024-01-02 09:13:00,off,off,medium,0.6603590293630022
2024-01-02 09:14:00,cooling,on,medium,0.6446727829744775
2024-01-02 09:15:00,off,off,medium,0.3491186423969074
2024-01-02 09:16:00,cooling,on,medium,0.702159206828271
2024-01-02 09:17:00,off,off,medium,0.5818650059032148
2024-01-02 09:18:00,cooling,on,medium,0.5630743683248481
2024-01-02 09:19:00,off,off,medium,0.8159995312690804
2024-01-02 09:20:00,cooling,on,medium,0.3139360280766706
2024-01-02 09:21:00,off,off,medium,0.4507889507752531
2024-01-02 09:22:00,cooling,on,medium,0.3728420999056478
2024-01-02 09:23:00,off,off,medium,0.32120462676583544
2024-01-02 09:24:00,cooling,on,medium,0.46540619860556853
2024-01-02 09:25:00,off,off,medium,0.8930857636768066
2024-01-02 09:26:00,cooling,on,medium,0.4621375039245443
2024-01-02 09:27:00,off,off,medium,0.6982234918774628
2024-01-02 09:28:00,cooling,on,medium,0.3709793340244329
2024-01-02 09:29:00,off,off,medium,0.661108578028338
2024-01-02 09:30:00,cooling,on,medium,0.8906888898829881
2024-01-02 09:31:00,off,off,medium,0.47510251407627924
2024-01-02 09:32:00,cooling,on,medium,0.8088453698253497
2024-01-02 09:33:00,off,off,medium,0.8985428282199213
2024-01-02 09:34:00,cooling,on,medium,0.6531324532324465
2024-01-02 09:35:00,off,off,medium,0.48564066025682123
2024-01-02 09:36:00,cooling,on,medium,0.7041187559394937
2024-01-02 09:37:00,off,off,medium,0.8069089237611713
2024-01-02 09:38:00,cooling,on,medium,0.402810145777187
2024-01-02 09:39:00,off,off,medium,0.5715094583048721
2024-01-02 09:40:00,cooling,on,medium,0.49151262607430457
2024-01-02 09:41:00,off,off,medium,0.47001539817742793
2024-01-02 09:42:00,cooling,on,medium,0.8164927564441036
2024-01-02 09:43:00,off,off,medium,0.5529924040931031
2024-01-02 09:44:00,cooling,on,medium,0.5034458050823477
2024-01-02 09:45:00,off,off,medium,0.6621063248556083
2024-01-02 09:46:00,cooling,on,medium,0.4316409477824288
2024-01-02 09:47:00,off,off,medium,0.43793609434084735
2024-01-02 09:48:00,cooling,on,medium,0.6121732385229028
2024-01-02 09:49:00,off,off,medium,0.5455636371877105
2024-01-02 09:50:00,cooling,on,medium,0.4769894303533947
2024-01-02 09:51:00,off,off,medium,0.3323706793644613
2024-01-02 09:52:00,cooling,on,medium,0.612464543183113
2024-01-02 09:53:00,off,off,medium,0.7899655233606451
2024-01-02 09:54:00,cooling,on,medium,0.8108263231716348
2024-01-02 09:55:00,off,off,medium,0.44126398783564813
2024-01-02 09:56:00,cooling,on,medium,0.6597847223684931
2024-01-02 09:57:00,off,off,medium,0.8135287856777642
2024-01-02 09:58:00,cooling,on,medium,0.5452355569657589
2024-01-02 09:59:00,off,off,medium,0.8592820903845171
2024-01-02 10:00:00,idle,on,medium,0.8417871174777318
2024-01-02 10:01:00,off,off,medium,0.42488033845128564
2024-01-02 10:02:00,cooling,on,medium,0.45537889974012224
2024-01-02 10:03:00,off,off,medium,0.4082651991875813
2024-01-02 10:04:00,idle,on,medium,0.4176326108728214
2024-01-02 10:05:00,off,off,medium,0.8447172523040989
2024-01-02 10:06:00,idle,on,medium,0.8586827455155739
2024-01-02 10:07:00,off,off,medium,0.33113834471107856
2024-01-02 10:08:00,idle,on,medium,0.6561620134033229
2024-01-02 10:09:00,off,off,medium,0.638538937714543
2024-01-02 10:10:00,cooling,on,medium,0.534328588034676
2024-01-02 10:11:00,off,off,medium,0.6790185556938643
2024-01-02 10:12:00,idle,on,medium,0.8684206953065101
2024-01-02 10:13:00,off,off,medium,0.4021529296332877
2024-01-02 10:14:00,idle,on,medium,0.3722465458298734
2024-01-02 10:15:00,off,off,medium,0.3200343424973854
2024-01-02 10:16:00,idle,on,medium,0.5182999847040861
2024-01-02 10:17:00,off,off,medium,0.5025770862467196
2024-01-02 10:18:00,idle,on,medium,0.5584918128951863
2024-01-02 10:19:00,off,off,medium,0.6019860185285695
2024-01-02 10:20:00,idle,on,medium,0.7546943964182729
2024-01-02 10:21:00,off,off,medium,0.5352680342745111
2024-01-02 10:22:00,idle,on,medium,0.4983678656167402
2024-01-02 10:23:00,off,off,medium,0.7961272921557763
2024-01-02 10:24:00,idle,on,medium,0.8098780023921939
2024-01-02 10:25:00,off,off,medium,0.4396595785760119
2024-01-02 10:26:00,idle,on,medium,0.488803093626785
2024-01-02 10:27:00,off,off,medium,0.7950698225460531
2024-01-02 10:28:00,idle,on,medium,0.3476449465786589
2024-01-02 10:29:00,off,off,medium,0.4955080682344427
2024-01-02 10:30:00,idle,on,medium,0.5690100642245168
2024-01-02 10:31:00,off,off,medium,0.41224296912034264
2024-01-02 10:32:00,idle,on,medium,0.4079485179664189
2024-01-02 10:33:00,off,off,medium,0.5549172348081173
2024-01-02 10:34:00,idle,on,medium,0.7527130348409135
2024-01-02 10:35:00,off,off,medium,0.8041397877285765
2024-01-02 10:36:00,idle,on,medium,0.887541055521704
2024-01-02 10:37:00,off,off,medium,0.34439043005503145
2024-01-02 10:38:00,cooling,on,medium,0.4300093206875956
2024-01-02 10:39:00,off,off,medium,0.7539779054305187
2024-01-02 10:40:00,idle,on,medium,0.6243592236333971
2024-01-02 10:41:00,off,off,medium,0.49660786437745097
2024-01-02 10:42:00,idle,on,medium,0.4233537967483461
2024-01-02 10:43:00,off,off,medium,0.4682865309854688
2024-01-02 10:44:00,idle,on,medium,0.5575733701805712
2024-01-02 10:45:00,off,off,medium,0.4062907317036196
2024-01-02 10:46:00,idle,on,medium,0.8785355735260505
2024-01-02 10:47:00,off,off,medium,0.3645530667599246
2024-01-02 10:48:00,idle,on,medium,0.8913464606935315
2024-01-02 10:49:00,off,off,medium,0.8051359716004036
2024-01-02 10:50:00,idle,on,medium,0.5538909705082435
2024-01-02 10:51:00,off,off,medium,0.7438898006329262
2024-01-02 10:52:00,idle,on,medium,0.7029091462178316
2024-01-02 10:53:00,off,off,medium,0.4279721507693586
2024-01-02 10:54:00,idle,on,high,0.5034420516713678
2024-01-02 10:55:00,off,off,high,0.6078735376832747
2024-01-02 10:56:00,idle,on,high,0.6827065079326362
2024-01-02 10:57:00,off,off,high,0.625736988813973
2024-01-02 10:58:00,idle,on,high,0.5837924766038843
2024-01-02 10:59:00,off,off,high,0.5658913640729402
2024-01-02 11:00:00,idle,on,medium,0.5989586995770109
2024-01-02 11:01:00,off,off,medium,0.5606109119075822
2024-01-02 11:02:00,idle,on,medium,0.6247980465274297
2024-01-02 11:03:00,off,off,medium,0.8327911794280001
2024-01-02 11:04:00,idle,on,medium,0.679697587832767
2024-01-02 11:05:00,off,off,medium,0.7335725249931242
2024-01-02 11:06:00,idle,on,medium,0.658489880238466
2024-01-02 11:07:00,off,off,medium,0.6858106094484013
2024-01-02 11:08:00,idle,on,medium,0.6470098970689082
2024-01-02 11:09:00,off,off,medium,0.3161199133174939
2024-01-02 11:10:00,idle,on,medium,0.899759029320012
2024-01-02 11:11:00,off,off,medium,0.320165544127738
2024-01-02 11:12:00,idle,on,medium,0.5370888049401923
2024-01-02 11:13:00,off,off,medium,0.3630694069793601
2024-01-02 11:14:00,idle,on,medium,0.35815707026455945
2024-01-02 11:15:00,off,off,medium,0.7761161710046902
2024-01-02 11:16:00,idle,on,medium,0.5555554676148462
2024-01-02 11:17:00,off,off,medium,0.780683224979259
2024-01-02 11:18:00,idle,on,medium,0.4636718824084989
2024-01-02 11:19:00,off,off,medium,0.4538776750837409
2024-01-02 11:20:00,idle,on,medium,0.4507388290886773
2024-01-02 11:21:00,off,off,medium,0.6696873758447516
2024-01-02 11:22:00,idle,on,medium,0.7889996339073602
2024-01-02 11:23:00,off,off,medium,0.5713566060451444
2024-01-02 11:24:00,idle,on,medium,0.5275493343846495
2024-01-02 11:25:00,off,off,medium,0.8841477325209897
2024-01-02 11:26:00,idle,on,medium,0.37005242160698326
2024-01-02 11:27:00,off,off,medium,0.5919796092269356
2024-01-02 11:28:00,idle,on,medium,0.5450926519088607
2024-01-02 11:29:00,off,off,medium,0.35887595795213423
2024-01-02 11:30:00,idle,on,medium,0.46092021725293153
2024-01-02 11:31:00,off,off,medium,0.31706472754746723
2024-01-02 11:32:00,idle,on,medium,0.8261725733897742
2024-01-02 11:33:00,off,off,medium,0.6647097173942407
2024-01-02 11:34:00,idle,on,medium,0.7890110987221505
2024-01-02 11:35:00,off,off,medium,0.612932671441794
2024-01-02 11:36:00,idle,on,medium,0.6597058976531367
2024-01-02 11:37:00,off,off,medium,0.720512686685499
2024-01-02 11:38:00,idle,on,medium,0.8448069764785291
2024-01-02 11:39:00,off,off,medium,0.3550511326955075
2024-01-02 11:40:00,idle,on,medium,0.49856903684143616
2024-01-02 11:41:00,off,off,medium,0.7254157144200004
2024-01-02 11:42:00,idle,on,medium,0.8750103378008358
2024-01-02 11:43:00,off,off,medium,0.8884844570940034
2024-01-02 11:44:00,idle,on,medium,0.6828618054823574
2024-01-02 11:45:00,off,off,medium,0.41615908665292034
2024-01-02 11:46:00,off,on,medium,0.371525346848374
2024-01-02 11:47:00,off,off,medium,0.8676261865682553
2024-01-02 11:48:00,idle,on,medium,0.5603566136775044
2024-01-02 11:49:00,off,off,medium,0.41688961995761087
2024-01-02 11:50:00,idle,on,medium,0.8603355094665608
2024-01-02 11:51:00,off,off,medium,0.3627145629385871
2024-01-02 11:52:00,idle,on,medium,0.7377426581142451
2024-01-02 11:53:00,off,off,medium,0.6751578165260006
2024-01-02 11:54:00,idle,on,medium,0.3526407986285351
2024-01-02 11:55:00,off,off,medium,0.5032492773836653
2024-01-02 11:56:00,idle,on,medium,0.3899584137240064
2024-01-02 11:57:00,off,off,medium,0.6626991555198969
2024-01-02 11:58:00,idle,on,medium,0.5862678190064573
2024-01-02 11:59:00,off,off,medium,0.3025650747962946
2024-01-02 12:00:00,idle,on,medium,0.885426339770345
2024-01-02 12:01:00,off,off,medium,0.5097507899337242
2024-01-02 12:02:00,idle,on,medium,0.45492263570223
2024-01-02 12:03:00,off,off,medium,0.43346577347646165
2024-01-02 12:04:00,idle,on,medium,0.3952895377041407
2024-01-02 12:05:00,off,off,medium,0.8994822457299059
2024-01-02 12:06:00,idle,on,medium,0.47706568072896294
2024-01-02 12:07:00,off,off,medium,0.5433080983345691
2024-01-02 12:08:00,idle,on,medium,0.8228135497068534
2024-01-02 12:09:00,off,off,medium,0.685132502125727
2024-01-02 12:10:00,idle,on,medium,0.5212166470471635
2024-01-02 12:11:00,off,off,medium,0.8389970615543119
2024-01-02 12:12:00,idle,on,medium,0.7498345213281601
2024-01-02 12:13:00,off,off,medium,0.4367403045250198
2024-01-02 12:14:00,idle,on,medium,0.6862433967599524
2024-01-02 12:15:00,off,off,medium,0.853439098975441
2024-01-02 12:16:00,idle,on,medium,0.5978765270702475
2024-01-02 12:17:00,off,off,medium,0.7401674416990003
2024-01-02 12:18:00,idle,on,medium,0.8826622463934957
2024-01-02 12:19:00,off,off,medium,0.7142484845371277
2024-01-02 12:20:00,idle,on,high,0.36146321385964836
2024-01-02 12:21:00,off,off,high,0.4467357305587736
2024-01-02 12:22:00,idle,on,high,0.6570578624055894
2024-01-02 12:23:00,off,off,high,0.46533348922314366
2024-01-02 12:24:00,idle,on,high,0.874525023233484
2024-01-02 12:25:00,off,off,high,0.5432112204133043
2024-01-02 12:26:00,idle,on,medium,0.5743382434394191
2024-01-02 12:27:00,off,off,medium,0.7209612560820704
2024-01-02 12:28:00,idle,on,medium,0.6145498388051245
2024-01-02 12:29:00,off,off,medium,0.529287580133261
2024-01-02 12:30:00,idle,on,medium,0.34598272509274725
2024-01-02 12:31:00,off,off,medium,0.6578673537047184
2024-01-02 12:32:00,idle,on,medium,0.8205480184764209
2024-01-02 12:33:00,off,off,medium,0.7114574650560337
2024-01-02 12:34:00,idle,on,medium,0.5288970060281714
2024-01-02 12:35:00,off,off,medium,0.3766356387738776
2024-01-02 12:36:00,idle,on,medium,0.7898029121425464
2024-01-02 12:37:00,off,off,medium,0.8650490173387229
2024-01-02 12:38:00,idle,on,medium,0.5329637944777589
2024-01-02 12:39:00,off,off,medium,0.7371853135104369
2024-01-02 12:40:00,idle,on,medium,0.5464580639344534
2024-01-02 12:41:00,off,off,medium,0.6013601633113197
2024-01-02 12:42:00,idle,on,medium,0.8018858283698458
2024-01-02 12:43:00,off,off,medium,0.35005460532669214
2024-01-02 12:44:00,idle,on,medium,0.618201209272023
2024-01-02 12:45:00,off,off,medium,0.4287721648027335
2024-01-02 12:46:00,idle,on,medium,0.5038835672974574
2024-01-02 12:47:00,off,off,medium,0.6866572947853646
2024-01-02 12:48:00,idle,on,medium,0.316337047402109
2024-01-02 12:49:00,off,off,medium,0.6562950593838976
2024-01-02 12:50:00,idle,on,medium,0.47006534367224984
2024-01-02 12:51:00,off,off,medium,0.7016906164848433
2024-01-02 12:52:00,idle,on,medium,0.3849488111478325
2024-01-02 12:53:00,off,off,medium,0.7414869622897072
2024-01-02 12:54:00,idle,on,medium,0.687383831857787
2024-01-02 12:55:00,off,off,medium,0.8827450997282107
2024-01-02 12:56:00,idle,on,medium,0.846741217954889
2024-01-02 12:57:00,off,off,medium,0.4699817179198214
2024-01-02 12:58:00,idle,on,medium,0.3163899436352622
2024-01-02 12:59:00,off,off,medium,0.6932211366670546
2024-01-02 13:00:00,idle,on,medium,0.6617324334028036
2024-01-02 13:01:00,off,off,medium,0.3164572612598676
2024-01-02 13:02:00,idle,on,medium,0.3736065175215556
2024-01-02 13:03:00,off,off,medium,0.6508210227215914
2024-01-02 13:04:00,idle,on,medium,0.8470963584260953
2024-01-02 13:05:00,off,off,medium,0.8439001659080443
2024-01-02 13:06:00,idle,on,medium,0.3908910327672449
2024-01-02 13:07:00,off,off,medium,0.5307443678431498
2024-01-02 13:08:00,idle,on,medium,0.3259217186113044
2024-01-02 13:09:00,off,off,medium,0.5815631078177574
2024-01-02 13:10:00,idle,on,medium,0.7518500758039235
2024-01-02 13:11:00,off,off,medium,0.7739836268193669
2024-01-02 13:12:00,idle,on,medium,0.5993936799579438
2024-01-02 13:13:00,off,off,medium,0.357521804824931
2024-01-02 13:14:00,idle,on,medium,0.5288183851089399
2024-01-02 13:15:00,off,off,medium,0.8592611759846187
2024-01-02 13:16:00,idle,on,medium,0.4377675339118288
2024-01-02 13:17:00,off,off,medium,0.4918526699476359
2024-01-02 13:18:00,idle,on,medium,0.7480963052778427
2024-01-02 13:19:00,off,off,medium,0.7401484733315629
2024-01-02 13:20:00,idle,on,medium,0.8473213728149596
2024-01-02 13:21:00,off,off,medium,0.5328712144322253
2024-01-02 13:22:00,idle,on,medium,0.6087592343245747
2024-01-02 13:23:00,off,off,medium,0.5804354767322866
2024-01-02 13:24:00,idle,on,medium,0.8566513026134719
2024-01-02 13:25:00,off,off,medium,0.761598353294781
2024-01-02 13:26:00,idle,on,medium,0.7988650679003091
2024-01-02 13:27:00,off,off,medium,0.3798589612976465
2024-01-02 13:28:00,idle,on,medium,0.775108015720896
2024-01-02 13:29:00,off,off,medium,0.5597872596344982
2024-01-02 13:30:00,idle,on,medium,0.31400320969838824
2024-01-02 13:31:00,off,off,medium,0.3360530116459708
2024-01-02 13:32:00,idle,on,medium,0.7067447638409068
2024-01-02 13:33:00,off,off,medium,0.523207464687582
2024-01-02 13:34:00,idle,on,medium,0.8208693439340884
2024-01-02 13:35:00,off,off,medium,0.7405638803255199
2024-01-02 13:36:00,idle,on,medium,0.31300800700017706
2024-01-02 13:37:00,off,off,medium,0.7121329871016012
2024-01-02 13:38:00,idle,on,medium,0.4154114836394137
2024-01-02 13:39:00,off,off,medium,0.5535495412223472
2024-01-02 13:40:00,idle,on,medium,0.6748411212737777
2024-01-02 13:41:00,off,off,medium,0.8236307047774158
2024-01-02 13:42:00,idle,on,medium,0.5736587330351636
2024-01-02 13:43:00,off,off,medium,0.7850942725146808
2024-01-02 13:44:00,idle,on,medium,0.7697793976803797
2024-01-02 13:45:00,off,off,medium,0.548723107710755
2024-01-02 13:46:00,idle,on,medium,0.6005880980597418
2024-01-02 13:47:00,off,off,medium,0.7202910060298879
2024-01-02 13:48:00,idle,on,medium,0.31868906078816384
2024-01-02 13:49:00,off,off,medium,0.8344868482795478
2024-01-02 13:50:00,idle,on,medium,0.7618896956626161
2024-01-02 13:51:00,off,off,medium,0.44964952884139825
2024-01-02 13:52:00,idle,on,high,0.8887079719133855
2024-01-02 13:53:00,off,off,high,0.4076342115537713
2024-01-02 13:54:00,idle,on,high,0.8484520042226411
2024-01-02 13:55:00,off,off,high,0.4946840749938667
2024-01-02 13:56:00,idle,on,high,0.7578880260984815
2024-01-02 13:57:00,off,off,high,0.5738259559487671
2024-01-02 13:58:00,idle,on,medium,0.7418804324700013
2024-01-02 13:59:00,off,off,medium,0.39346982876361974
2024-01-02 14:00:00,idle,on,medium,0.4617038750318897
2024-01-02 14:01:00,off,off,medium,0.35991469468321535
2024-01-02 14:02:00,heating,on,medium,0.819086388862682
2024-01-02 14:03:00,off,off,medium,0.47777579266169956
2024-01-02 14:04:00,heating,on,medium,0.7166857376499981
2024-01-02 14:05:00,off,off,medium,0.792132718644917
2024-01-02 14:06:00,heating,on,medium,0.8408509418276076
2024-01-02 14:07:00,off,off,medium,0.3637782691870307
2024-01-02 14:08:00,heating,on,medium,0.8358089601075676
2024-01-02 14:09:00,off,off,medium,0.4183516666384317
2024-01-02 14:10:00,idle,on,medium,0.742141206954577
2024-01-02 14:11:00,off,off,medium,0.7373094116187668
2024-01-02 14:12:00,idle,on,medium,0.30510188504457253
2024-01-02 14:13:00,off,off,medium,0.43237434498615257
2024-01-02 14:14:00,heating,on,medium,0.5951451087989204
2024-01-02 14:15:00,off,off,medium,0.5520208239979694
2024-01-02 14:16:00,heating,on,medium,0.8511440879307659
2024-01-02 14:17:00,off,off,medium,0.515844521701514
2024-01-02 14:18:00,heating,on,medium,0.8621902289015775
2024-01-02 14:19:00,off,off,medium,0.5756575910355186
2024-01-02 14:20:00,idle,on,medium,0.8786117379840996
2024-01-02 14:21:00,off,off,medium,0.7424128860149167
2024-01-02 14:22:00,heating,on,medium,0.7976007549792936
2024-01-02 14:23:00,off,off,medium,0.3629261330094006
2024-01-02 14:24:00,heating,on,medium,0.6516848599454207
2024-01-02 14:25:00,off,off,medium,0.3856202158976105
2024-01-02 14:26:00,heating,on,medium,0.4785726012305844
2024-01-02 14:27:00,off,off,medium,0.6741392437003608
2024-01-02 14:28:00,heating,on,medium,0.7357354228163345
2024-01-02 14:29:00,off,off,medium,0.32351026920675047
2024-01-02 14:30:00,heating,on,medium,0.6185662386434189
2024-01-02 14:31:00,off,off,medium,0.6391883917739318
2024-01-02 14:32:00,heating,on,medium,0.3472967982661207
2024-01-02 14:33:00,off,off,medium,0.6004128205204582
2024-01-02 14:34:00,heating,on,medium,0.728305368029896
2024-01-02 14:35:00,off,off,medium,0.3319363709253186
2024-01-02 14:36:00,idle,on,medium,0.7561606657943774
2024-01-02 14:37:00,off,off,medium,0.6458559029424822
2024-01-02 14:38:00,heating,on,medium,0.7999363249630747
2024-01-02 14:39:00,off,off,medium,0.430837543712442
2024-01-02 14:40:00,heating,on,medium,0.7999642105278711
2024-01-02 14:41:00,off,off,medium,0.3567365851604808
2024-01-02 14:42:00,heating,on,medium,0.5422978178668029
2024-01-02 14:43:00,off,off,medium,0.41969087491478907
2024-01-02 14:44:00,heating,on,medium,0.8256124993745246
2024-01-02 14:45:00,off,off,medium,0.7229518897810643
2024-01-02 14:46:00,heating,on,medium,0.3152170662964369
2024-01-02 14:47:00,off,off,medium,0.30571401336837367
2024-01-02 14:48:00,idle,on,medium,0.4747495526890019
2024-01-02 14:49:00,off,off,medium,0.38596986856833926
2024-01-02 14:50:00,heating,on,medium,0.6781826865361176
2024-01-02 14:51:00,off,off,medium,0.6982781603295359
2024-01-02 14:52:00,heating,on,medium,0.8651705421968205
2024-01-02 14:53:00,off,off,medium,0.8712239547275047
2024-01-02 14:54:00,heating,on,medium,0.6953380232468074
2024-01-02 14:55:00,off,off,medium,0.30340506771162523
2024-01-02 14:56:00,off,on,medium,0.5153987499417686
2024-01-02 14:57:00,off,off,medium,0.6078849079483597
2024-01-02 14:58:00,heating,off,medium,0.5995078539050795
2024-01-02 14:59:00,off,off,medium,0.662004377701336
2024-01-02 15:00:00,heating,on,medium,0.8763308896828563
2024-01-02 15:01:00,off,off,medium,0.8311156151730923
2024-01-02 15:02:00,heating,on,medium,0.36534482007029295
2024-01-02 15:03:00,off,off,medium,0.45958823483603595
2024-01-02 15:04:00,heating,on,medium,0.7998656504517818
2024-01-02 15:05:00,off,off,medium,0.7945841452915243
2024-01-02 15:06:00,heating,on,medium,0.4652224344730026
2024-01-02 15:07:00,off,off,medium,0.7383528184116718
2024-01-02 15:08:00,heating,on,medium,0.7032224272307144
2024-01-02 15:09:00,off,off,medium,0.5841143789819769
2024-01-02 15:10:00,heating,on,high,0.4208729716074176
2024-01-02 15:11:00,off,off,high,0.8331859085364519
2024-01-02 15:12:00,heating,on,high,0.7067107105841008
2024-01-02 15:13:00,off,off,high,0.40139575492702484
2024-01-02 15:14:00,heating,on,high,0.7228814069045165
2024-01-02 15:15:00,off,off,high,0.744860231746188
2024-01-02 15:16:00,heating,on,medium,0.8321281710726245
2024-01-02 15:17:00,off,off,medium,0.43370355314516096
2024-01-02 15:18:00,heating,on,medium,0.8932524632480441
2024-01-02 15:19:00,off,off,medium,0.3920360535161527
2024-01-02 15:20:00,heating,on,medium,0.66041333511575
2024-01-02 15:21:00,off,off,medium,0.6943059031640871
2024-01-02 15:22:00,heating,on,medium,0.5513717371595164
2024-01-02 15:23:00,off,off,medium,0.5850226252622319
2024-01-02 15:24:00,heating,on,medium,0.8345460580332824
2024-01-02 15:25:00,off,off,medium,0.6871645377992772
2024-01-02 15:26:00,heating,on,medium,0.5982005749408118
2024-01-02 15:27:00,off,off,medium,0.3770097374601148
2024-01-02 15:28:00,heating,on,medium,0.30440257513388075
2024-01-02 15:29:00,off,off,medium,0.37498117089110006
2024-01-02 15:30:00,heating,on,medium,0.8737107404859032
2024-01-02 15:31:00,off,off,medium,0.7584520697947985
2024-01-02 15:32:00,heating,on,medium,0.8802697965061488
2024-01-02 15:33:00,off,off,medium,0.3214252258249031
2024-01-02 15:34:00,heating,on,medium,0.7081322423151836
2024-01-02 15:35:00,off,off,medium,0.3265761158420508
2024-01-02 15:36:00,heating,on,medium,0.769233881321294
2024-01-02 15:37:00,off,off,medium,0.5285701036411166
2024-01-02 15:38:00,heating,on,medium,0.3574592160638969
2024-01-02 15:39:00,off,off,medium,0.6408279850725092
2024-01-02 15:40:00,heating,on,medium,0.46807211796083287
2024-01-02 15:41:00,off,off,medium,0.6957443651230911
2024-01-02 15:42:00,heating,on,medium,0.6949048557082742
2024-01-02 15:43:00,off,off,medium,0.7230044844724517
2024-01-02 15:44:00,heating,on,medium,0.8954790472666554
2024-01-02 15:45:00,off,off,medium,0.5320186259684432
2024-01-02 15:46:00,heating,on,high,0.5791892846910606
2024-01-02 15:47:00,off,off,high,0.7827670206152046
2024-01-02 15:48:00,heating,on,high,0.6470220138131313
2024-01-02 15:49:00,off,off,high,0.32235432641267975
2024-01-02 15:50:00,heating,on,high,0.8058471121559139
2024-01-02 15:51:00,off,off,high,0.33089920916282456
2024-01-02 15:52:00,heating,on,medium,0.4024920818950706
2024-01-02 15:53:00,off,off,medium,0.3612479801845123
2024-01-02 15:54:00,heating,on,medium,0.3467562797286721
2024-01-02 15:55:00,off,off,medium,0.3154109251828261
2024-01-02 15:56:00,heating,on,medium,0.33301662838342044
2024-01-02 15:57:00,off,off,medium,0.5654635135072861
2024-01-02 15:58:00,heating,on,medium,0.45171136198956835
2024-01-02 15:59:00,off,off,medium,0.37592213005129127
2024-01-02 16:00:00,heating,on,medium,0.6952233256359157
2024-01-02 16:01:00,off,off,medium,0.43566714638055515
2024-01-02 16:02:00,heating,on,medium,0.3113694932068857
2024-01-02 16:03:00,off,off,medium,0.5510518702603966
2024-01-02 16:04:00,heating,on,medium,0.48625979518698303
2024-01-02 16:05:00,off,off,medium,0.49116265880789567
2024-01-02 16:06:00,heating,on,medium,0.5671620169089369
2024-01-02 16:07:00,off,off,medium,0.7013483563405667
2024-01-02 16:08:00,heating,on,medium,0.6698874720227964
2024-01-02 16:09:00,off,off,medium,0.8623569658733254
2024-01-02 16:10:00,heating,on,medium,0.6106299997815129
2024-01-02 16:11:00,off,off,medium,0.5835419458350433
2024-01-02 16:12:00,heating,on,medium,0.4280486611301382
2024-01-02 16:13:00,off,off,medium,0.7532287733088942
2024-01-02 16:14:00,heating,off,medium,0.3844654657285708
2024-01-02 16:15:00,off,off,medium,0.5946797338922905
2024-01-02 16:16:00,heating,on,medium,0.5527933190324668
2024-01-02 16:17:00,off,off,medium,0.6949805270426419
2024-01-02 16:18:00,heating,on,medium,0.8505728819739953
2024-01-02 16:19:00,off,off,medium,0.8679573548989337
2024-01-02 16:20:00,heating,on,medium,0.40067956029789503
2024-01-02 16:21:00,off,off,medium,0.45709033096030693
2024-01-02 16:22:00,heating,on,medium,0.7869811919788241
2024-01-02 16:23:00,off,off,medium,0.6109678574695157
2024-01-02 16:24:00,heating,on,medium,0.5718207410134392
